text	label
Plan B: California Braces for Climate Change [link]	Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	Yes
Nine scenarios for imminent apocalypse•À_only one is global warming [link]	Yes
If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth [link]	Yes
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... [link]	Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	Yes
Take Action @change: Help Protect Wildlife Habitat from Climate Change [link]	Yes
Government Report Says Global Warming May Cause Cancer, Mental Illness.  CNSNews.com -  [link]	Yes
SEC warns publically held companies to advise investors of risks of #climate change. [link]	Yes
Save the Whales and They'll Save Us from Global Warming [link]	Yes
"Al Gore @ #IRA ""If a snake were coming up the aisle, there wouldn't be a long debate about what to do."" And we dawdle about climate change."	Yes
We should be leaders on climate change but it is always put on the back burner... [link]	Yes
Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... [link]	Yes
Climate change and Why Your Allergies Are Getting Worse [link]	Yes
Watch PBS 'Dimming the Sun' for more on this #NPR: Could Cleaner Air Actually Intensify Global Warming?-More at [link]	Yes
RT @CHIoxfamaction: People in poor countries are 20 times more likely to be affected by disasters caused by climate change than those in the developed world	Yes
Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... [link]	Yes
Oxfam: Climate change devastating rural Ethiopian communities. [link]	Yes
Alexi @Giannoulias believes in putting a price on global warming pollutants to spur development of alternative technology #p2 #ilsen	Yes
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*:Get Involved! Call now 202-595-3368 Greenpeace... [link]	Yes
Health effects are a big deal. RT @EPSclimate: Impacts of Climate Change Extend to Human Health [link]	Yes
Climate change causing change in ocean chemistry at unprecedented rate. [link]	Yes
Global warming can be good for [link]	Yes
Allergies Worse Than Ever? Blame Global Warming (Time.com) [link]	Yes
RT @arkarthick: Bats, Birds & Lizards Can Fight #Climate Change (Wired) [link]	Yes
For #EarthDay Global warming could affect patient symptoms [link]	Yes
Just signed an #earthday petition to take action on climate change via @rockthevote: [link]	Yes
Treating Climate Change as a Curable Disease [link]	Yes
"Global warming: Believe it - Vallejo Times-Herald: Your editorial on global warming (""Keeping the debate honest,"" ... [link]"	Yes
See how CCX Member Motorola is working to be part of the solution in addressing the climate change challenge: [link]	Yes
Interesting point re: why macro-probs like global warming are never solved: politicians need only solve immediate probs for re-election	Yes
RT @MotherJones: Yet another gift from global warming: increased allergy attacks [link]	Yes
Global Climate Change Effects on the Mid-Continent (Download to view animations) [link]	Yes
Are you ready for climate change, if so let your lawmakers know, how tell them sign petitions, drop a hint :)	Yes
UMC Expands Climate Change Policy and Carbon Emission Reduction Goals [link]	Yes
RT @Drudge_Report: STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... [link]	Yes
Allergies Worse Than Ever? Blame Global Warming: Thanks to an unusually cold and snowy winter, followed by an earl... [link]	Yes
Ridiculous: giving a climate change denier a nature show? Keep Sarah Palin off #Discovery: [link]	Yes
Report: #Allergy Season to Get Worse with #Climate Change read from @time this really sucks for me: [link]	Yes
CODA Automotive Lauded for Innovation and Technology Efforts to Combat Climate Change and Air Pollution [link]	Yes
Report Claims Climate Change Is To Blame For Increase Of Allergies [link]	Yes
Report Claims Climate Change Is To Blame For Increase Of Allergies [link]	Yes
Tulips in mid-April in Chicago? Love the global warming. [link]	Yes
Global warming will make allergies worse for 25 million Americans, hitting those with asthma hardest: WWF (ClimateWire) #globalwarming	Yes
85 degrees in April eh? Hellooo global warming, nice to meet u	Yes
Rejoice, NY Times mentions crop wild relatives in article about adapting agriculture to climate change [link]	Yes
U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change [link]	Yes
U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change [link]	Yes
RT @highcountrynews RT @NPCA: Two more glaciers are gone from namesake nat. park due to global warming, USGS reports [link]	Yes
RT @solveclimate: Feeling the Heat Down Under When it Comes to Climate Change: Erwin Jackson, The Climate Institute.. [link]	Yes
UK leads the way! RT @10cities Schumacher College: Mobilising Democracy to Tackle Climate Change [link]	Yes
EXCLUSIVE - Climate change could raise cost of U.S. allergies [link]	Yes
Sen. Kerry writing in The Hill today: U.S. Must Lead on Climate Change [link]	Yes
Fight Climate Change From All Fronts: [link]	Yes
Fight Climate Change From All Fronts: [link]	Yes
EXCLUSIVE - Climate change could raise cost of U.S. allergies [link]	Yes
Fight Climate Change From All Fronts: [link]	Yes
Fight Climate Change From All Fronts: [link]	Yes
Fight Climate Change From All Fronts: [link]	Yes
Fight Climate Change From All Fronts: [link]	Yes
RT @BluePractice: The clothing industry started global warming in the first place. - Yvon Chouinard, Patagonia #FortuneGreen	Yes
Fight Climate Change From All Fronts: [link]	Yes
Fight Climate Change From All Fronts: [link]	Yes
Filmmaker Travels The Globe To Find People Fighting Climate Change ... [link]	Yes
Filmmaker Travels The Globe To Find People Fighting Climate Change ...: Filmmaker Travels The Globe To Find People... [link]	Yes
Rejoice, NY Times mentions crop wild relatives in article about adapting agriculture to climate change [link]	Yes
Effort to remake America's energy future and fight global warming could be harmed, or spurred, by Gulf #oilspill: [link]	Yes
How would catastrophic climate change change the average persons life? Think 100% unemployment every where on the planet for several decades	Yes
Arctic Ice Loss Accelerating Global Warming: Research: TopNews New Zealand Global warming may be getting worse tha... [link]	Yes
#California taking the lead on #climate change: [link]	Yes
Plants effective way of tackling global warming: Washington, Apr 30 (ANI): Plant leaves account for less than one ... [link]	Yes
Namibia: Govt to Get Active On Climate Change [link]	Yes
Plants effective way of tackling global warming [link]	Yes
Wait here's an idea: it's natural climate change, not human induced global warming. [link]	No
Just Read: US Generals say: Climate Change Threatens America's Security [link]	Yes
Glacial Melt From Global Warming Could Unplug Volcanos: Earthweek - A Diary of the Planet Eruptions of glacial vol... [link]	Yes
Off shore drilling threatens wildlife and contributes to climate change.  Urge Obama NOT to expand drilling!  [link]	Yes
AllGov - News - Global Warming Isn't All Bad•À_If You're an ...: In the frozen reaches of Canada, warmer temperature... [link]	Yes
Government Report Says Global Warming May Cause Cancer, Mental Illness: A new government report says global warmin... [link]	Yes
Global warming picking up steam, Obama top science adviser says: John P. Holdren, Obama's top science adviser, dis... [link]	Yes
RT @TheClimateDesk: Lyme disease already costs > $2.5 billion a year, and climate change could make it even pricier. [link]	Yes
EPA issues report on U.S. climate change indicators - warming is having measurable effect across ecosystems [link]	Yes
Report: Save the Whales and They'll Save Us from Global Warming: Need more proof that Global Warming is the proble... [link]	Yes
RT @fishmark: Wine grapes have become our best early-warning system for the effects of global warming. [link]	Yes
Wine grapes have become our best early-warning system for the effects of global warming. [link]	Yes
EPA Climate Change Indicators Report Shows the Evidence of Global Warming All Around Us [link]	Yes
EPA Climate Change Indicators Report Shows the Evidence of Global Warming All ...: Natural Resources Defense Counc... [link]	Yes
EXCLUSIVE - Climate change could raise cost of U.S. allergies [link]	Yes
Cleaner Air Could Speed Global Warming [link]	Yes
Whale Poo Fights Global Warming: By ROB MAYEDA and LORI PREUITT Star Trek IV: The Voyage Home had many convinced t... [link]	Yes
EXCLUSIVE - Climate change could raise cost of U.S. allergies [link]	Yes
New facts support global warming case: Recent letter-writer Charles Kesner is either out-of-touch with reliable ne... [link]	Yes
QUT researchers track climate change [link]	Yes
Study: Climate Change Threatens Your Health, Too [link]	Yes
RT @panteraonca07: Slideshow of Alaska Before the Effects of Global Warming [link]	Yes
In Vino Veritas The delicate wine grape has become our best early-warning system for the effects of global warming. [link]	Yes
Conservation International:: Give a gift that helps prevent climate change, provides habitat for endangered specie... [link]	Yes
Conservation International:: Give a gift that helps prevent climate change, provides habitat for endangered specie... [link]	Yes
Climate change is real and climate change has consequences for all of us. [link]	Yes
Global Warming Contributes To Rapidly Increased Ocean Acidification: The US National Research Council warned last ... [link]	Yes
Global warming threatens Ca Mau Province: CA MAU •À_ The southernmost province of Ca Mau was among localities most v... [link]	Yes
Global warming means local storming [link]	Yes
Could Cleaner Air Actually Intensify Global Warming?: by NPR Staff As much of the world marked Earth Day this past w... [link]	Yes
Renewable Energy Advances •À_ Ocean Saltiness Shows Global Warming ...: After pulling data from 1.6 million salinity... [link]	Yes
The Key to Fixing Global Warming China | Magazine: It's late November 2009, and US energy secretary Steven Chu is ... [link]	Yes
Global Warming: Ocean chemistry is changing faster than it has in 800,000 years: And that's because of the carbon ... [link]	Yes
Topography of Mountains Could Complicate Rates of Global Warming: ScienceDaily (Apr. 25, 2010) •À_ A new study concl... [link]	Yes
Soaring mercury; Blame it on global warming|Agartala, Apr 14 : Environmentalists have attributed the .. [link]	Yes
Africa: Monitoring a Changing Climate: The gathering environmental crisis presented by global warming... [link]	Yes
The volcanic ash was bad for planes...but should help reduce global warming.  [link]	Yes
Ocean currents still strong despite global warming|Researchers at NASA have discovered that the ocean currents .. [link]	Yes
Ocean currents still strong despite global warming|Researchers at NASA have discovered that the ocean currents .. [link]	Yes
Long-distance journeys out of fashion? Global warming may be causing evolutionary changes in bird migration (sourc... [link]	Yes
"Funniest 'conservative' comment of the day: ""Climate change is due to increased heat from the Earth's core."""	Yes
