,label,cleaned_text,tweet_length
458,neutral,club virgin is bumping in new york,34
459,positive,would have been a rough trip but luckily we were on a virginamerica flight weather,82
460,neutral,is that thestarter,18
461,neutral,please come to minneapolis st paul,34
462,neutral,yes fyi my bff,14
463,positive,another perfect flight how come on your planes the sun visors can stay down other carriers make you raise them,110
464,positive,nice rt the man of steel might be faster but we have wifi just saying sciencebehindtheexperience,96
465,positive,i love the dancing little richard cool beans,44
466,positive,i dont use passbook i still love you though ill just use my email in the future,79
467,positive,thanks for the free birthday points yall are all right with me,62
468,neutral,do you have an application for ios was looking and only saw virgin mexico,73
469,negative,man of steel flies to more cities thoughand with more frequency too,67
470,positive,thanks so much for sharing just added it to my site,51
471,neutral,good point,10
472,neutral,i heard he has a virgin mobile hotspot,38
473,neutral,you got cheese plate flights too,32
474,neutral,on all your flights,19
475,positive,dad on segway is the best part of this whole infographic,56
476,positive,are there any plans for a short haul airline in europe would defiantly fly with you guys,88
477,positive,wifi and better seating,23
478,neutral,how come abc is the only one of the network channels you dont have,66
479,negative,started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me,113
480,positive,not only was it great but you return my calls the day after couldnt ask for more myvxexperience,95
481,negative,while other airlines werent cancelled flighting flights into bos and helping their customers get home virgin was saying good luck,129
482,neutral,dear virgin customer while youre stranded in sf for days cost well do the very least we can to accommodate you,110
483,neutral,should use this in their next airline commercial lol,52
484,negative,grouping virgin in with the others now bos weather has exposed their actual cus serv model never flight booking problems with virgin again,138
485,negative,as one of the travelers affected by the boston storm im shocked at virgins complete apathy toward their customers,113
486,negative,umm so no reason as to why this is is there someone different i should contact or contact me to get a definitive answer,119
487,negative,trying to make the change in advance not just hours priortried it online earlier and it wanted in change fees,109
488,positive,so loyal that im driving to nyc from pa to fly virgin since you cut philly flights,82
489,neutral,any way to change from main cabin to main cabin select on same flight without paying a change fee penalty,105
490,positive,you guys are perfect as always wervirgin,40
491,positive,thanks yall have some of the best customer service left in the industry,71
492,neutral,can you give me silver status for months,40
493,positive,really wish youd fly out of fargo those fares are amazings,58
494,negative,mood lighting on point reclining my seat kickin up my feet,58
495,negative,my flight scheduled for pm departure still says on time but no plane at gate any update on how long of a delay,110
496,negative,my group got their cancelled flightlation fees waived but i cant because my ticket is booked for your reps were no help either,126
497,neutral,are there any sign up bonuses to enroll in elevate,50
498,positive,just got on the pm in newark home to la your folks at ewr are incredible letsgohome,83
499,neutral,morning if i have a question regarding elevate points flights can i dm you,74
500,neutral,still waiting to see,20
501,neutral,was wondering if you guys recieved my dm and were able to potentially respond asap,82
502,positive,flying lax to sfo and after looking at the awesome movie lineup i actually wish i was on a long haul,100
503,neutral,book out of town with fares from way restr,42
504,positive,thanks,6
505,positive,thanks for taking care of that mr happy customer,48
506,negative,still no refund or word via dm please resolve this issue as your cancelled flightled flight was useless to my assistants trip,125
